Link,Comment ID,Time,Username,raw_content of comment,cleaned,length,informality,swear,politeness,numeric politeness,algorithm's confidence,politeness
https://twitter.com/NASA/status/900788171205640192,'900796044660834304,24/8/17 19:04,Texmexredneck@,@NASA How much is this costing us?,How much is this costing us?,28,0,0,impolite,-1,84%,impolite
https://twitter.com/NASA/status/900788171205640192,'900807497673392129,24/8/17 19:50,Juned Narsulla Malek,@NASA I want to take this flight ?,I want to take this flight ?,28,0,0,neutral,0,92%,neutral
https://twitter.com/NASA/status/900788171205640192,'900807877060952066,24/8/17 19:51,"Bruce A Hackel, Mr","@NASA Very cool, keep it up NASA ?","Very cool, keep it up NASA ?",28,16.67,0,neutral,0,95%,neutral
https://twitter.com/NASA/status/901444890671927296,'901455503422877696,26/8/17 14:45,Michael Vella,@NASA Happy birthday. You go girl!,Happy birthday. You go girl!,28,0,0,impolite,-1,63%,impolite
https://twitter.com/NASA/status/901444890671927296,'901524403225337856,26/8/17 19:19,LB no justice no peace,@NASA @tz1969 Happy Birthday Mighty Girl!!,Happy Birthday Mighty Girl!!,28,0,0,neutral,0,99%,neutral
https://twitter.com/NASA/status/903665542078267393,'903820735189196800,2/9/17 03:23,Donald W.,@NASA No satellites to do a flyby?,No satellites to do a flyby?,28,0,0,impolite,-1,71%,impolite
https://twitter.com/NASA/status/904152724651909120,'904154713536561152,3/9/17 01:30,Vera Judith McKenna,@NASA @AstroPeggy @Astro2fish Peggy and crew WELCOME HOME.,Peggy and crew WELCOME HOME.,28,0,0,neutral,0,94%,neutral
https://twitter.com/NASA/status/904152724651909120,'904157469529653249,3/9/17 01:41,Jorge Gonzalez,@NASA @AstroPeggy @Astro2fish thanks God all you're ok.???,thanks God all you're ok.???,28,20,0,polite,1,62%,polite
https://twitter.com/NASA/status/904152724651909120,'904161016942141441,3/9/17 01:55,Topher,@NASA @AstroPeggy @Astro2fish That'd be one hell of a ride,That'd be one hell of a ride,28,14.29,14.29,impolite,-1,69%,impolite
https://twitter.com/NASA/status/904152724651909120,'904325386447839233,3/9/17 12:49,Michael McGrath DL,@NASA @AstroPeggy @Astro2fish Welcome back to Mother Earth,Welcome back to Mother Earth,28,0,0,neutral,0,93%,neutral
https://twitter.com/NASA/status/904162867435388929,'904174983760535553,3/9/17 02:51,Juan Pablo González,@NASA @AstroPeggy Congrats!! And welcome home!,Congrats!! And welcome home!,28,0,0,neutral,0,100%,neutral
https://twitter.com/NASA/status/904162867435388929,'904175558229032960,3/9/17 02:53,Jeanne Gustafson,@NASA @ChelseaClinton @AstroPeggy And I hope her bones are ok!,And I hope her bones are ok!,28,14.29,0,neutral,0,93%,neutral
https://twitter.com/NASA/status/904162867435388929,'904415816522878976,3/9/17 18:48,Flat Earth Head-IRM,@NASA @GPMossAuthor @AstroPeggy Liars. #EvilFucks #FakeSpace,Liars. #EvilFucks #FakeSpace,28,0,0,impolite,-1,72%,impolite
https://twitter.com/NASA/status/904162867435388929,'904586854653153280,4/9/17 06:08,Mohib Khpalwak,@NASA @AstroPeggy you are save thanks my Allah,you are save thanks my Allah,28,0,0,polite,1,64%,polite
https://twitter.com/NASA/status/904820620864704513,'904821268683382784,4/9/17 21:39,Frank Mortensen,@NASA @NASAVoyager lets hope they are friendly.,lets hope they are friendly.,28,0,0,neutral,0,98%,neutral
https://twitter.com/NASA/status/904820620864704513,'904821763636420609,4/9/17 21:41,Saleem Hijazy,@NASA @NASAVoyager its #Golden pure #Gold baby!,its #Golden pure #Gold baby!,28,0,0,neutral,0,100%,neutral
https://twitter.com/NASA/status/904820620864704513,'905092118942769152,5/9/17 15:35,Alex Rodríguez C,@NASA @ignasicomellas @NASAVoyager Your pics has been stolen :),Your pics has been stolen :),28,16.67,0,impolite,-1,79%,impolite
https://twitter.com/NASA/status/907349794854711296,'907377065015615488,11/9/17 22:55,ImTheMissy,@NASA ? smh The people affected. ?,? smh The people affected. ?,28,25,0,impolite,-1,70%,impolite
https://twitter.com/NASA/status/907349794854711296,'907499902820855808,12/9/17 07:03,?,@NASA What are the white circles??,What are the white circles??,28,0,0,impolite,-1,70%,impolite
https://twitter.com/NASA/status/908353030747312128,'908430007231324160,14/9/17 20:39,Charlie Iverson,@NASA @CassiniSaturn This pictures are surreal...,This pictures are surreal...,28,0,0,impolite,-1,72%,impolite
https://twitter.com/NASA/status/908353030747312128,'908432130853699584,14/9/17 20:47,Mark Thompson DSc,@NASA @carnegiescience @CassiniSaturn and this is how it all began https://t.co/YsaLHlEaW1,and this is how it all began,28,0,0,impolite,-1,74%,impolite
https://twitter.com/NASA/status/908353030747312128,'908703085014536192,15/9/17 14:44,B1tsurf3r,@NASA @CassiniSaturn Space... the final frontier!,Space... the final frontier!,28,0,0,impolite,-1,62%,impolite
https://twitter.com/NASA/status/908639942355668993,'908664937228197888,15/9/17 12:12,Paul Biggs,@NASA @CassiniSaturn When do we get any pictures?,When do we get any pictures?,28,0,0,neutral,0,92%,neutral
https://twitter.com/NASA/status/908678835603951617,'908688753052364800,15/9/17 13:47,Ju-hwa Lee,@NASA @CassiniSaturn Thank you Cassini. Good bye.,Thank you Cassini. Good bye.,28,0,0,polite,1,84%,polite
https://twitter.com/NASA/status/908678835603951617,'909040121617408000,16/9/17 13:03,_deathkitty_,@NASA @CassiniSaturn Thank you cassini and NASA ?,Thank you cassini and NASA ?,28,0,0,polite,1,63%,polite
https://twitter.com/NASA/status/909183628688658432,'909185448521515008,16/9/17 22:41,Noise Electric,@NASA @NASAHubble This planet is my new hero ?,This planet is my new hero ?,28,0,0,neutral,0,91%,neutral
https://twitter.com/NASA/status/909183628688658432,'909204286076280832,16/9/17 23:56,Kevin,@NASA @LauriDonahue @NASAHubble Are they sure it's a planet?,Are they sure it's a planet?,28,0,0,neutral,0,93%,neutral
https://twitter.com/NASA/status/911247752369250304,'911296036177534976,22/9/17 18:28,Politics,"@NASA Lord, look at that hurricane","Lord, look at that hurricane",28,0,0,neutral,0,92%,neutral
https://twitter.com/NASA/status/911247752369250304,'911342414324957185,22/9/17 21:32,Britannia 'Gooner' Evermore,"@AllivePress @NASA Yeah, let's see some starts!","Yeah, let's see some starts!",28,20,0,impolite,-1,68%,impolite
https://twitter.com/NASA/status/911247752369250304,'911426554529484801,23/9/17 03:06,Kevin,@NASA Is the planet x theory true?,Is the planet x theory true?,28,0,0,neutral,0,100%,neutral
https://twitter.com/NASA/status/911629737705041920,'911632484412133376,23/9/17 16:44,??????,@NASA @NASAJuno Are the earth gonna die out?,Are the earth gonna die out?,28,16.67,0,impolite,-1,68%,impolite
https://twitter.com/NASA/status/911629737705041920,'911683543398473728,23/9/17 20:07,早丸??#コロナは風邪,"@NASA @NASAJuno So beautiful

?(?ｖ??)＼(^o^)／","So beautiful

?(?ｖ??)＼(^o^)／",28,33.33,0,impolite,-1,69%,impolite
https://twitter.com/NASA/status/911986840680398848,'911988912305917955,24/9/17 16:21,Jilly Mac,@NASA and hopefully smarter humans,and hopefully smarter humans,28,0,0,impolite,-1,72%,impolite
https://twitter.com/NASA/status/915947591937925122,'915951912201146369,5/10/17 14:48,Lt. Aldo Raine,"@NASA @VP Can we send certain VP, too?","Can we send certain VP, too?",28,0,0,neutral,0,92%,neutral
https://twitter.com/NASA/status/916730096635011072,'916732534121263105,7/10/17 18:30,James Coxhead,@NASA Is that true or real colors?,Is that true or real colors?,28,0,0,neutral,0,93%,neutral
https://twitter.com/NASA/status/916730096635011072,'916797754172628992,7/10/17 22:49,Maggie D,@NASA Like a giant opal in the sky,Like a giant opal in the sky,28,0,0,neutral,0,100%,neutral
https://twitter.com/NASA/status/916730096635011072,'917703137506594817,10/10/17 10:47,Omit Malakar,@NASA The picture looks so stange.,The picture looks so stange.,28,0,0,neutral,0,95%,neutral
https://twitter.com/NASA/status/917913048353996800,'917932814879870977,11/10/17 02:00,Johanna Auterson,@NASA @QuarkSpin will we be able to see this?,will we be able to see this?,28,0,0,neutral,0,100%,neutral
https://twitter.com/NASA/status/917913048353996800,'918338494132563968,12/10/17 04:52,Victoria,@NASA That’s what we pay NASA for?,That’s what we pay NASA for?,28,0,0,impolite,-1,66%,impolite
https://twitter.com/NASA/status/920071204974858241,'920293628164968448,17/10/17 14:21,NASA Internships,@montsedoo @NASA For more information visit https://t.co/pUmAlpZJ71!,For more information visit !,28,0,0,neutral,0,95%,neutral
https://twitter.com/NASA/status/921502707302707200,'921503242424602624,20/10/17 22:27,Lani McCarthy,@NASA @NASASun Zowiee! That is really cool!,Zowiee! That is really cool!,28,20,0,impolite,-1,69%,impolite
https://twitter.com/NASA/status/921502707302707200,'921898927615594498,22/10/17 00:40,angel ?,@NASA @NASASun so you guys just got mooned?,so you guys just got mooned?,28,0,0,impolite,-1,73%,impolite
https://twitter.com/NASA/status/922934555019038721,'922936387543937025,24/10/17 21:22,Chris Costello,@NASA @NASASun Looks like the sun just came,Looks like the sun just came,28,0,0,impolite,-1,60%,impolite
https://twitter.com/NASA/status/922934555019038721,'922964635820675072,24/10/17 23:14,Tenacious,@The_Flattening @NASA @NASASun Serious Analysis about what?,Serious Analysis about what?,28,0,0,impolite,-1,79%,impolite
https://twitter.com/NASA/status/922934555019038721,'923504338256871429,26/10/17 10:59,peter kearley,@NASA @NASASun Bronze giant in a spacesuit.,Bronze giant in a spacesuit.,28,0,0,neutral,0,93%,neutral
https://twitter.com/NASA/status/923608925609578503,'923643317832880129,26/10/17 20:11,Mark Evans,@NASA Dipping it in coffee? Tasty!,Dipping it in coffee? Tasty!,28,0,0,neutral,0,98%,neutral
https://twitter.com/NASA/status/923608925609578503,'924367838193864705,28/10/17 20:10,Kristian Iaguessa,@NASA Possibly a comet or a meteor,Possibly a comet or a meteor,28,0,0,neutral,0,94%,neutral
https://twitter.com/NASA/status/924316087373717506,'924318416223158272,28/10/17 16:54,angelica ?,@NASA @Space_Station You are so great guys!!!!! ?,You are so great guys!!!!! ?,28,0,0,impolite,-1,63%,impolite
https://twitter.com/NASA/status/924316087373717506,'924383622349631489,28/10/17 21:13,Melanie Wallace,@NASA @Space_Station @novarocks thank you this is awesome!!!,thank you this is awesome!!!,28,20,0,polite,1,81%,polite
https://twitter.com/NASA/status/924316087373717506,'924829937114189824,30/10/17 02:46,Claudia Alvaran,@NASA @Space_Station So besutiful. Thanks !!?????,So besutiful. Thanks !!?????,28,0,0,neutral,0,90%,neutral
https://twitter.com/NASA/status/924724032691458055,'924728189896753152,29/10/17 20:02,Twyla Hanson,@NASA @NASAHubble Wonders in heaven above. ???,Wonders in heaven above. ???,28,0,0,impolite,-1,61%,impolite
https://twitter.com/NASA/status/893576652772560897,'893594762577682432,4/8/17 22:09,Governor of the Moon,@NASA @ScienceByMaria Please tell me @prattprattpratt has seen this,Please tell me  has seen this,29,0,0,impolite,-1,66%,impolite
https://twitter.com/NASA/status/893576652772560897,'893853618046210050,5/8/17 15:18,Trixi,"@NASA This is great, you rock guys!","This is great, you rock guys!",29,0,0,polite,1,60%,polite
https://twitter.com/NASA/status/893983214372622336,'893984523284881408,5/8/17 23:58,John514,@NASA @NASAVoyager I am coming #MessageToVoyager,I am coming #MessageToVoyager,29,0,0,impolite,-1,64%,impolite
https://twitter.com/NASA/status/897229103954309120,'897302982160789505,15/8/17 03:44,Prestina p. Tate,@NASA ABSOLUTELY JUST BEAUTIFUL. ..,ABSOLUTELY JUST BEAUTIFUL. ..,29,33.33,0,neutral,0,97%,neutral
https://twitter.com/NASA/status/897516501527384064,'897524047793319936,15/8/17 18:23,Ballchinian,@NASA @NASAVoyager ?high 5 to the star trek fans,?high 5 to the star trek fans,29,0,0,neutral,0,92%,neutral
https://twitter.com/NASA/status/897516501527384064,'897586645767159808,15/8/17 22:31,Edward Oest,@NASA @NASAVoyager Love to learn. Learn to love.,Love to learn. Learn to love.,29,0,0,neutral,0,97%,neutral
https://twitter.com/NASA/status/898163671402237953,'898535112001724417,18/8/17 13:20,Movie Maniac,@NASA @NASA_Wallops @Twitter I want see the Corona effect!,I want see the Corona effect!,29,0,0,neutral,0,95%,neutral
https://twitter.com/NASA/status/898701520320974848,'898702829484769280,19/8/17 00:27,Trainy McTrainface,@NASA So... 4-5 million miles away.,So... 4-5 million miles away.,29,0,0,impolite,-1,77%,impolite
https://twitter.com/NASA/status/899037827626930176,'899051306337263616,19/8/17 23:31,Sarp Kaya,@NASA Look directly for best wiew ),Look directly for best wiew ),29,0,0,neutral,0,94%,neutral
https://twitter.com/NASA/status/899336381021007872,'899518837250564096,21/8/17 06:29,DeadPresident,@NASA NASA would know about fakes?.,NASA would know about fakes?.,29,0,0,impolite,-1,60%,impolite
https://twitter.com/NASA/status/899336381021007872,'899657692314312705,21/8/17 15:41,leezongxiang,@NASA how to download this picture？,how to download this picture？,29,0,0,impolite,-1,80%,impolite
https://twitter.com/NASA/status/899667251833516032,'899678892012732416,21/8/17 17:05,Kavitha Jayaraman,@NASA @Twitter @Periscope Thank you for the coverage...,Thank you for the coverage...,29,0,0,polite,1,68%,polite
https://twitter.com/NASA/status/899693707859021824,'899694337482731520,21/8/17 18:07,Dr. W. Brian Lane,"@LetMicahDown @NASA @Space_Station To quote a TIE fighter, YEAH!","To quote a TIE fighter, YEAH!",29,16.67,0,impolite,-1,75%,impolite
https://twitter.com/NASA/status/899693707859021824,'899695217053499395,21/8/17 18:10,Peter Mogensen,@NASA @Space_Station Wow... transit of an eclipse.,Wow... transit of an eclipse.,29,0,0,impolite,-1,62%,impolite
https://twitter.com/NASA/status/899693707859021824,'899721393637642241,21/8/17 19:54,Joseph orsak,@NASA @tedcruz @Space_Station Taken through my welding hood https://t.co/tvAEAY0Ko6,Taken through my welding hood,29,0,0,impolite,-1,67%,impolite
https://twitter.com/NASA/status/899693707859021824,'899743706353471488,21/8/17 21:23,Satakarnak,@NASA @Space_Station That looks like an Tie Figter,That looks like an Tie Figter,29,0,0,neutral,0,100%,neutral
https://twitter.com/NASA/status/899696632991698944,'899706222726742016,21/8/17 18:54,Samuel Wood (Otto),@NASA @MacManX Cicadas were pretty loud too.,Cicadas were pretty loud too.,29,0,0,impolite,-1,68%,impolite
https://twitter.com/NASA/status/899696632991698944,'899707091585081344,21/8/17 18:57,Behrooz Roozbeh,@NASA NASA being its usual awesome!,NASA being its usual awesome!,29,20,0,neutral,0,99%,neutral
https://twitter.com/NASA/status/899696632991698944,'899719741803294720,21/8/17 19:47,Elizabeth Bratton,@NASA Or the cicadas start to chir.,Or the cicadas start to chir.,29,0,0,neutral,0,94%,neutral
https://twitter.com/NASA/status/899696632991698944,'899732835136933888,21/8/17 20:39,Martin Butland,"@NASA Amazing, thanks for sharing ?","Amazing, thanks for sharing ?",29,0,0,polite,1,86%,polite
https://twitter.com/NASA/status/899696632991698944,'899766786865942528,21/8/17 22:54,Beer Business Daily,@NASA Crickets are so fucking dumb.,Crickets are so fucking dumb.,29,40,40,impolite,-1,74%,impolite
https://twitter.com/NASA/status/899710637382795264,'899710806673281029,21/8/17 19:12,Rhonda Masters Drackett,@NASA Can't wait to see your pics!!,Can't wait to see your pics!!,29,0,0,impolite,-1,65%,impolite
https://twitter.com/NASA/status/899710637382795264,'899711734155546625,21/8/17 19:16,vittydal,"@NASA Youngstown, Ohio #Eclipse2017 https://t.co/0MnJlGYmp1","Youngstown, Ohio #Eclipse2017",29,0,0,impolite,-1,65%,impolite
https://twitter.com/NASA/status/899725676646998017,'899732127159398400,21/8/17 20:37,Stefano Vercellone,@NASA You have done an amazing job!,You have done an amazing job!,29,0,0,impolite,-1,63%,impolite
https://twitter.com/NASA/status/899725676646998017,'899761743093678081,21/8/17 22:34,David Stefaniak,@NASA yes we will #solareclipse2024,yes we will #solareclipse2024,29,25,0,impolite,-1,65%,impolite
https://twitter.com/NASA/status/899725676646998017,'899791777271603202,22/8/17 00:34,BackLikeWeUsed2,@NASA What about the lunar eclipse?,What about the lunar eclipse?,29,0,0,impolite,-1,68%,impolite
https://twitter.com/NASA/status/899725676646998017,'899974655368409089,22/8/17 12:40,christina,@NASA We need more glasses by then!,We need more glasses by then!,29,0,0,neutral,0,93%,neutral
https://twitter.com/NASA/status/900788171205640192,'900791685399097344,24/8/17 18:47,The Michael Hunt,@NASA Looks like FARSCAPE ONE to me,Looks like FARSCAPE ONE to me,29,0,0,neutral,0,91%,neutral
https://twitter.com/NASA/status/901444890671927296,'901445933707083777,26/8/17 14:07,\_(ツ)_/ˉ Meh,"@NASA Happy Birthday, Mrs. Johnson!","Happy Birthday, Mrs. Johnson!",29,0,0,neutral,0,98%,neutral
https://twitter.com/NASA/status/901444890671927296,'901451573850775552,26/8/17 14:29,Buelens Renaud,@NASA Happy birthday from Belgium .,Happy birthday from Belgium .,29,0,0,neutral,0,95%,neutral
https://twitter.com/NASA/status/901444890671927296,'901469099146039296,26/8/17 15:39,Marc Bricault,"@NASA  Happy birthday, Mrs. Johnson!","Happy birthday, Mrs. Johnson!",29,0,0,neutral,0,98%,neutral
https://twitter.com/NASA/status/901444890671927296,'901512345066721281,26/8/17 18:31,Tiny Medusa,@NASA @IAmLindsayJones Happy birthday to a true hero,Happy birthday to a true hero,29,0,0,neutral,0,91%,neutral
https://twitter.com/NASA/status/901444890671927296,'901978127068487684,28/8/17 01:21,Franklin S Werren,@NASA NASA called them computers!!!,NASA called them computers!!!,29,0,0,neutral,0,94%,neutral
https://twitter.com/NASA/status/903665542078267393,'903666532496048128,1/9/17 17:11,ruel velasco,@NASA Is it connected with #nibiru?,Is it connected with #nibiru?,29,0,0,neutral,0,92%,neutral
https://twitter.com/NASA/status/903665542078267393,'903708097314729990,1/9/17 19:56,Karun Naiker,@NASA We live in a fragile universe,We live in a fragile universe,29,0,0,impolite,-1,77%,impolite
https://twitter.com/NASA/status/903665542078267393,'903771391903846400,2/9/17 00:07,Orville Pepper,"@athiest_corpse @NASA lol, you have a good one too.","lol, you have a good one too.",29,14.29,0,polite,1,70%,polite
https://twitter.com/NASA/status/904152724651909120,'904161258844196864,3/9/17 01:56,Laurie Dowling,@NASA @AstroPeggy @Astro2fish Fantastic!  Kudos to you all.,Fantastic!  Kudos to you all.,29,0,0,neutral,0,99%,neutral
https://twitter.com/NASA/status/904162867435388929,'904163509277270016,3/9/17 02:05,bill pieper,@NASA @AstroPeggy @AstroPeggy knows how to #DressLikeAWoman,knows how to #DressLikeAWoman,29,0,0,impolite,-1,64%,impolite
https://twitter.com/NASA/status/904162867435388929,'904396784889339904,3/9/17 17:32,luckyputz,"@NASA @AstroPeggy Wow, just WOW!  You go girl!!","Wow, just WOW!  You go girl!!",29,0,0,impolite,-1,69%,impolite
https://twitter.com/NASA/status/905122248264007680,'905128563736797185,5/9/17 18:00,Gerard,@NASA @WilliamShatner @Asperger_Nerd I hope they are not hungry...,I hope they are not hungry...,29,0,0,impolite,-1,80%,impolite
https://twitter.com/NASA/status/905491340187897857,'905496223003631618,6/9/17 18:21,MISS Mexi-Can,@NASA How this will affect earth ??,How this will affect earth ??,29,0,0,impolite,-1,78%,impolite
https://twitter.com/NASA/status/907349794854711296,'907354115533152256,11/9/17 21:24,?????,@NASA It has turned the water blue?,It has turned the water blue?,29,0,0,neutral,0,96%,neutral
https://twitter.com/NASA/status/907349794854711296,'907503604411650054,12/9/17 07:18,Hellen Riebold,@NASA Oh my word! That is shocking!,Oh my word! That is shocking!,29,16.67,0,impolite,-1,74%,impolite
https://twitter.com/NASA/status/907349794854711296,'907599230684016641,12/9/17 13:38,Aisha  Tasveer  Khan,@NASA That's one strong hurricane!?,That's one strong hurricane!?,29,0,0,neutral,0,96%,neutral
https://twitter.com/NASA/status/907349794854711296,'908047060477374464,13/9/17 19:17,potatoe,@NASA I don't trust shit y'all post,I don't trust shit y'all post,29,16.67,16.67,impolite,-1,82%,impolite
https://twitter.com/NASA/status/908353030747312128,'908576173025669120,15/9/17 06:20,Nagendra Rao,@NASA @stevenjgibbons @CassiniSaturn Saturn is obsessed with rings,Saturn is obsessed with rings,29,0,0,impolite,-1,68%,impolite
https://twitter.com/NASA/status/908639942355668993,'908641492809510912,15/9/17 10:39,PixelClef,@NASA @CassiniSaturn Job well done. Thank you all.,Job well done. Thank you all.,29,16.67,0,polite,1,75%,polite
https://twitter.com/NASA/status/908639942355668993,'912282182365745152,25/9/17 11:46,Will Breeze,@flatearthexpert @NASA @CassiniSaturn Surely you believe in Saturn?,Surely you believe in Saturn?,29,0,0,impolite,-1,71%,impolite
https://twitter.com/NASA/status/908661580354613249,'908662410847838209,15/9/17 12:02,猫 ?^._.^? ????,@NASA @CassiniSaturn The last signal.  I'm lonely.,The last signal.  I'm lonely.,29,0,0,impolite,-1,62%,impolite
https://twitter.com/NASA/status/908661580354613249,'908663325713563648,15/9/17 12:06,Berty ? (87%),@NASA @CassiniSaturn Thank you NASA &amp; Cassini!,Thank you NASA &amp; Cassini!,29,0,0,polite,1,73%,polite
https://twitter.com/NASA/status/908661580354613249,'908672151921856513,15/9/17 12:41,Alyssa,@NASA @CassiniSaturn Thanks for the awesome ride??,Thanks for the awesome ride??,29,20,0,polite,1,76%,polite
https://twitter.com/NASA/status/908661580354613249,'908673191438102528,15/9/17 12:45,Dalia,@NASA @CassiniSaturn Why does this make me so sad? https://t.co/eXYraAt6js,Why does this make me so sad?,29,0,0,impolite,-1,93%,impolite
https://twitter.com/NASA/status/908661580354613249,'908854421420875776,16/9/17 00:45,Soozie - entirely too fucking pissed off,@gainesm @NASA @CassiniSaturn Omg I'm so stealing this! Lol,Omg I'm so stealing this! Lol,29,33.33,0,neutral,0,96%,neutral
https://twitter.com/NASA/status/909183628688658432,'909185282573873152,16/9/17 22:40,Caveman Corey,@NASA @NASAHubble Not a planet. It's a wormhole,Not a planet. It's a wormhole,29,0,0,neutral,0,99%,neutral
https://twitter.com/NASA/status/909183628688658432,'909186111796215808,16/9/17 22:43,~C4Chaos,@NASA @NASAHubble behold! the Eater of Light! ?,behold! the Eater of Light! ?,29,0,0,neutral,0,94%,neutral
https://twitter.com/NASA/status/909183628688658432,'909186147875721218,16/9/17 22:44,Joe ward,@NASA @NASAHubble Note: read the article first.,Note: read the article first.,29,0,0,neutral,0,92%,neutral
https://twitter.com/NASA/status/909183628688658432,'909191995888766977,16/9/17 23:07,BEAT THE DUBS.,@NASA @NASAHubble That's some 5th Element stuff,That's some 5th Element stuff,29,0,0,impolite,-1,64%,impolite
https://twitter.com/NASA/status/911247752369250304,'911248060159840256,22/9/17 15:17,??? D_D2014 ?? ?,@NASA is that there huricane MAria?,is that there huricane MAria?,29,0,0,impolite,-1,62%,impolite
https://twitter.com/NASA/status/911247752369250304,'911249290265325569,22/9/17 15:22,Oli Nick,@NASA Are you sure?   Siete Sicuri?,Are you sure?   Siete Sicuri?,29,0,0,neutral,0,97%,neutral
https://twitter.com/NASA/status/911247752369250304,'911249595618885632,22/9/17 15:23,Rogue Evil Queen?,"@NASA Thanks for all you do, NASA!!","Thanks for all you do, NASA!!",29,0,0,polite,1,75%,polite
https://twitter.com/NASA/status/911247752369250304,'911265611090669568,22/9/17 16:27,Dodsworth,@NASA I can see my house from here!,I can see my house from here!,29,0,0,neutral,0,93%,neutral
https://twitter.com/NASA/status/915947591937925122,'915948955493691396,5/10/17 14:37,Lanaaaaa,"@NASA @VP Not you @NASA, keep being awesome!","Not you , keep being awesome!",29,20,0,impolite,-1,86%,impolite
https://twitter.com/NASA/status/916730096635011072,'916769993999527936,7/10/17 20:59,Tidez Fernández,"@NASA CGI, Animation, or whatever ~","CGI, Animation, or whatever ~",29,0,0,impolite,-1,61%,impolite
https://twitter.com/NASA/status/916730096635011072,'916814203247308800,7/10/17 23:55,Dianne Wojcieszek,@NASA Just Beautiful...Colorful????,Just Beautiful...Colorful????,29,0,0,impolite,-1,77%,impolite
https://twitter.com/NASA/status/916730096635011072,'922266081573695488,23/10/17 00:59,erdem ?zer,@NASA Maybe we live in a black hole,Maybe we live in a black hole,29,0,0,neutral,0,99%,neutral
https://twitter.com/NASA/status/917913048353996800,'917917516244115456,11/10/17 00:59,Roger Kershaw,"@NASA 
Friday the 13th
SLENDERMEN...","Friday the 13th
SLENDERMEN...",29,0,0,impolite,-1,71%,impolite
https://twitter.com/NASA/status/921502707302707200,'921774891967369217,21/10/17 16:27,Matty,"@NASA @NASASun plot twist, it wasnt the moon","plot twist, it wasnt the moon",29,0,0,impolite,-1,69%,impolite
https://twitter.com/NASA/status/921502707302707200,'921915875250208769,22/10/17 01:47,Althea Molette,@NASA @NASASun This is amazing. I love NASA.,This is amazing. I love NASA.,29,0,0,neutral,0,99%,neutral
https://twitter.com/NASA/status/922822598806745088,'922823231781916673,24/10/17 13:52,Beth Mac ??,"@NASA Godspeed, peace to his family","Godspeed, peace to his family",29,0,0,impolite,-1,62%,impolite
https://twitter.com/NASA/status/922934555019038721,'923029904798523392,25/10/17 03:34,???Casey Wolf ???,@NASA @NASASun It's like a baby spitting up.,It's like a baby spitting up.,29,0,0,neutral,0,96%,neutral
https://twitter.com/NASA/status/923608925609578503,'923620594565906432,26/10/17 18:41,Mike,@NASA Rocks rolling down the slope?,Rocks rolling down the slope?,29,0,0,impolite,-1,64%,impolite
https://twitter.com/NASA/status/923608925609578503,'923858409903886336,27/10/17 10:26,Gouravi Yerankollu,"@ivanvkns86 @NASA Yes, I too was thinking this! @ivanvkns86","Yes, I too was thinking this!",29,16.67,0,neutral,0,92%,neutral
https://twitter.com/NASA/status/923608925609578503,'923974873675841536,27/10/17 18:09,Terry Boyd,@NASA The bi-annual sandworm races? https://t.co/s1kRk6knS2,The bi-annual sandworm races?,29,0,0,impolite,-1,69%,impolite
https://twitter.com/NASA/status/923608925609578503,'925216229681283073,31/10/17 04:21,AjayBhati,@NASA May be Cloths strips of mars?,May be Cloths strips of mars?,29,0,0,neutral,0,93%,neutral
https://twitter.com/NASA/status/892918956650106881,'892920120431058944,3/8/17 01:28,?,@NASA @NASAVoyager I'm consending to outter space,I'm consending to outter space,30,0,0,neutral,0,98%,neutral
https://twitter.com/NASA/status/892918956650106881,'893126800787689472,3/8/17 15:09,Westall,@NASA @NASAVoyager #MessageToVoyager  World Peace,#MessageToVoyager  World Peace,30,0,0,impolite,-1,61%,impolite
https://twitter.com/NASA/status/893576652772560897,'893579175117942784,4/8/17 21:07,Visser-Al-1042,@NASA Oh my globules that is so cute,Oh my globules that is so cute,30,14.29,0,impolite,-1,67%,impolite
https://twitter.com/NASA/status/893576652772560897,'893592620303138816,4/8/17 22:00,abdul kalam??,@NASA I can get NASA to give a job ?,I can get NASA to give a job ?,30,0,0,neutral,0,96%,neutral
https://twitter.com/NASA/status/893983214372622336,'893987787665424386,6/8/17 00:11,yuval,"@NASA @NASAVoyager Be careful around stairs, dog.","Be careful around stairs, dog.",30,0,0,neutral,0,97%,neutral
https://twitter.com/NASA/status/893983214372622336,'894104799012155392,6/8/17 07:56,yousif salahaddin,@NASA @NASAVoyager Hi Voyager. ... its 15 hrs ago,Hi Voyager. ... its 15 hrs ago,30,0,0,neutral,0,98%,neutral
https://twitter.com/NASA/status/897516501527384064,'897518801822113796,15/8/17 18:02,??!!!??!????????,"@NASA @NASAVoyager ?Humans come, do not be afraid","?Humans come, do not be afraid",30,0,0,impolite,-1,86%,impolite
https://twitter.com/NASA/status/897516501527384064,'897519531995869184,15/8/17 18:05,NooberryCake,@NASA @NASAVoyager Stop existing and start living,Stop existing and start living,30,0,0,impolite,-1,65%,impolite
https://twitter.com/NASA/status/897516501527384064,'897527069705457664,15/8/17 18:35,Aj marriett,@NASA The ultimate nosebleed section,The ultimate nosebleed section,30,0,0,impolite,-1,68%,impolite
https://twitter.com/NASA/status/897516501527384064,'897549470610722821,15/8/17 20:04,via,@NASA @NASAVoyager Give gratitude to the universe,Give gratitude to the universe,30,0,0,neutral,0,92%,neutral
