Link,Comment ID,Time,Username,raw_content of comment,cleaned,length,informality,swear,politeness,numeric politeness,algorithm's confidence
https://twitter.com/NASA/status/963800382618177536,'963801525800796162,14/2/18 15:46,Marjan Jenniskens-van der Hei,@NASA Happy Valetinus Day for all of you,Happy Valetinus Day for all of you,34,0,0,neutral,0,98%
https://twitter.com/NASA/status/963800382618177536,'963804061135859712,14/2/18 15:56,gold,@NASA Happy Valentine's Day to Universe!,Happy Valentine's Day to Universe!,34,0,0,neutral,0,92%
https://twitter.com/NASA/status/963800382618177536,'963822811184816130,14/2/18 17:10,Caz,@NASA You guys are just too cute!!! ????,You guys are just too cute!!! ????,34,0,0,impolite,-1,77%
https://twitter.com/NASA/status/963800382618177536,'963920774888329216,14/2/18 23:39,Karen Blackbourn,@NASA Can I SEND my love to outer space?,Can I SEND my love to outer space?,34,0,0,neutral,0,95%
https://twitter.com/NASA/status/965380665205239811,'965663262481186816,19/2/18 19:03,Amoeba Teether,"@NASA @NASAHubble Beautiful, we are so insignificant","Beautiful, we are so insignificant",34,0,0,impolite,-1,69%
https://twitter.com/NASA/status/965380665205239811,'965959930812526594,20/2/18 14:42,Kymberly Watkins,@NASA @NASAHubble Awesome... thanks for sharing NASA,Awesome... thanks for sharing NASA,34,20,0,polite,1,87%
https://twitter.com/NASA/status/967193906034233344,'967195911586701313,24/2/18 00:34,Melyssa A. Harmon,@NASA Let's go fuck up that place too!?!,Let's go fuck up that place too!?!,34,14.29,14.29,impolite,-1,79%
https://twitter.com/NASA/status/968667422713569280,'968832713531756544,28/2/18 12:58,WAYNE SANSOM,@NASA @Space_Station Welcome home.  Have a safe landing,Welcome home.  Have a safe landing,34,0,0,neutral,0,97%
https://twitter.com/NASA/status/970075694821789696,'970076225015304196,3/3/18 23:19,Zero Credibility,"@NASA @NASAEarth @NASA_ICE Yeh, that would be caused by wind.","Yeh, that would be caused by wind.",34,0,0,neutral,0,99%
https://twitter.com/NASA/status/970332801269673984,'970534274595160064,5/3/18 05:39,Taryn Kelly,"@NASA @chandraxray Oh well, we all make mistakes....?","Oh well, we all make mistakes....?",34,33.33,0,impolite,-1,73%
https://twitter.com/NASA/status/972141465467015168,'972341526662696960,10/3/18 05:20,LINDA NOYES,@NASA @Astro_Wheels @NASAMoon I'm ready!!!!! Let's go!!!!!??????,I'm ready!!!!! Let's go!!!!!??????,34,0,0,neutral,0,96%
https://twitter.com/NASA/status/972929158287364101,'973160594403504129,12/3/18 11:35,Nads4rmozz,@NASA @NASAHubble Well such is the creation of Allah,Well such is the creation of Allah,34,14.29,0,impolite,-1,68%
https://twitter.com/NASA/status/973363838220455936,'973387653130412032,13/3/18 02:37,Matthew Hamlin,@NASA @TheBigRagu215 @Space_Station That doesn’t look flat to me ???♂?,That doesn’t look flat to me ???♂?,34,0,0,impolite,-1,68%
https://twitter.com/NASA/status/973363838220455936,'973625477360431104,13/3/18 18:22,Erik Steen,@NASA @Space_Station Where's the Tesla Roadster? C'mon!,Where's the Tesla Roadster? C'mon!,34,0,0,impolite,-1,63%
https://twitter.com/NASA/status/973787392590172160,'973926100551241733,14/3/18 14:17,Chickinkpen??,@GreylordGR @NASA @Space_Station He didn’t believe in an afterlife.,He didn’t believe in an afterlife.,34,0,0,impolite,-1,65%
https://twitter.com/NASA/status/973941326785007616,'974035850119057408,14/3/18 21:33,Nanahthomas,@NASA In heaven you are not sick anymore,In heaven you are not sick anymore,34,0,0,impolite,-1,81%
https://twitter.com/NASA/status/973941326785007616,'974252858328588288,15/3/18 11:55,khan heart,@NASA The world doing lost a supper man.,The world doing lost a supper man.,34,0,0,impolite,-1,75%
https://twitter.com/NASA/status/973941326785007616,'974678138310422528,16/3/18 16:05,HIMANSHU VERMA,@NASA He was great scientist for a world,He was great scientist for a world,34,0,0,neutral,0,92%
https://twitter.com/NASA/status/975051608391208960,'975056283257790464,17/3/18 17:08,ROMAN PANKIW ?????????,@NASA Space is black just like Guinness.,Space is black just like Guinness.,34,0,0,neutral,0,90%
https://twitter.com/NASA/status/976254098428301312,'976468881744285696,21/3/18 14:41,Johan,@NASA @Space_Station Safe travels from the Netherlands!,Safe travels from the Netherlands!,34,0,0,neutral,0,99%
https://twitter.com/NASA/status/976499976799903744,'976604444384223233,21/3/18 23:40,Celante,@21ufopilots @NASA @Space_Station Best English in 2018 more like lol,Best English in 2018 more like lol,34,14.29,0,neutral,0,94%
https://twitter.com/NASA/status/978771903610523648,'978791306410516480,28/3/18 00:30,Ommostarsanity,@NASA A boner from God we can see Him in,A boner from God we can see Him in,34,0,0,impolite,-1,60%
https://twitter.com/NASA/status/979106287177863168,'979343918226690048,29/3/18 13:06,Omar,"@NASA @NASAHubble Hey @neiltyson, can you please explain this?","Hey , can you please explain this?",34,16.67,0,polite,1,76%
https://twitter.com/NASA/status/979527578674515968,'979541659292766209,30/3/18 02:11,mike parker,@NASA we are going to the sun shields up,we are going to the sun shields up,34,0,0,impolite,-1,62%
https://twitter.com/NASA/status/979527578674515968,'979574042465366016,30/3/18 04:20,Annabella ?+?,@NASA Waste of.../space? ? I think not ?,Waste of.../space? ? I think not ?,34,0,0,impolite,-1,86%
https://twitter.com/NASA/status/979527578674515968,'979606730320629760,30/3/18 06:30,Adriana Papaleo,@NASA In my opinion futur Heart or earth,In my opinion futur Heart or earth,34,0,0,impolite,-1,65%
https://twitter.com/NASA/status/979527578674515968,'979779959932833792,30/3/18 17:58,Cheryl fuqua krock,@NASA Link to add your name is broken ??,Link to add your name is broken ??,34,0,0,impolite,-1,72%
https://twitter.com/NASA/status/980223976923377664,'980238604206256128,1/4/18 00:21,RICHARD EVANS??,@NASA @NASAHubble Space where no one has been before,Space where no one has been before,34,0,0,impolite,-1,67%
https://twitter.com/NASA/status/980223976923377664,'980272252389351424,1/4/18 02:34,Realist ?,@NASA @NASAHubble Nice CGI?? Not A Space Agency=NASA,Nice CGI?? Not A Space Agency=NASA,34,0,0,neutral,0,90%
https://twitter.com/NASA/status/980556156878950401,'980649117968986112,2/4/18 03:32,Sheron Denice Payne,@NASA @elonmusk @SpaceX @Space_Station Thank you for some real News NASA.,Thank you for some real News NASA.,34,0,0,polite,1,75%
https://twitter.com/NASA/status/980897708260048896,'980904199981555718,2/4/18 20:26,rossy,"@NASA @ISS_Research @Space_Station impressive!
greetings from Germany","impressive!
greetings from Germany",34,0,0,impolite,-1,80%
https://twitter.com/NASA/status/980897708260048896,'980922816290787328,2/4/18 21:39,Optamin Fidélis,@NASA @ISS_Research @Space_Station cuttng edge space research by NASA,cuttng edge space research by NASA,34,0,0,impolite,-1,73%
https://twitter.com/NASA/status/981200325536309248,'981203279144194048,3/4/18 16:14,Acela Pup Wilshire ??,@NASA @NASAaero Concorde did it before it was cool https://t.co/b2zzgcdZJ2,Concorde did it before it was cool,34,14.29,0,impolite,-1,78%
https://twitter.com/NASA/status/981200325536309248,'981208243862228992,3/4/18 16:34,Wiss,"@DigsbyMoose @azimuthresearch @NASA @NASAaero You’re right, I tweeted too fast !","You’re right, I tweeted too fast !",34,0,0,polite,1,85%
https://twitter.com/NASA/status/981522253534941184,'981522706112815104,4/4/18 13:23,PRAVIN MISHRA,@NASA @SpaceX @Space_Station Why is this cargo called as dragon,Why is this cargo called as dragon,34,0,0,impolite,-1,88%
https://twitter.com/NASA/status/981522253534941184,'981544481882279936,4/4/18 14:50,"Casey Shreve, Narrative Werewolf",@NASA @SpaceX @Space_Station Science junk in the science trunk.,Science junk in the science trunk.,34,0,0,impolite,-1,65%
https://twitter.com/NASA/status/982395530268545026,'982396933003186176,6/4/18 23:17,Qiang Li,@NASA @NASAJuno That looks like a lot of bodies...,That looks like a lot of bodies...,34,0,0,impolite,-1,67%
https://twitter.com/NASA/status/982395530268545026,'982416247693471745,7/4/18 00:34,vincent novella,@NASA @NASAJuno Looks like an intense work of art.,Looks like an intense work of art.,34,0,0,impolite,-1,65%
https://twitter.com/NASA/status/982395530268545026,'982611229419110400,7/4/18 13:29,Holly Fast,@NASA @NASAJuno Looks like writhing souls in hell.,Looks like writhing souls in hell.,34,16.67,16.67,impolite,-1,67%
https://twitter.com/NASA/status/982786043882721280,'982790504688439296,8/4/18 01:21,Chaitanya Advaita A ?? (?????? ??????),"@NASA Link isn’t working, What to do ???","Link isn’t working, What to do ???",34,0,0,impolite,-1,70%
https://twitter.com/NASA/status/982786043882721280,'982791017719062528,8/4/18 01:23,SamOle,@NASA Link not working. May be overload?,Link not working. May be overload?,34,0,0,neutral,0,97%
https://twitter.com/NASA/status/982786043882721280,'982798447794446339,8/4/18 01:53,Simon Godwin,@NASA Are you going to send it at night?,Are you going to send it at night?,34,0,0,neutral,0,97%
https://twitter.com/NASA/status/982786043882721280,'982809521319022592,8/4/18 02:37,Waiting for Hamilton!,@NASA Why...is there a computer waiting?,Why...is there a computer waiting?,34,0,0,impolite,-1,86%
https://twitter.com/NASA/status/982786043882721280,'982841346867183616,8/4/18 04:43,Ashutosh Singh,@NASA I've done already 1 week earlier ?,I've done already 1 week earlier ?,34,0,0,impolite,-1,61%
https://twitter.com/NASA/status/984231926176407552,'984358639199817733,12/4/18 09:12,Ivan Feri,@NASA @NASASun My name's there. Thank you guys. ? https://t.co/mSmsF066Mx,My name's there. Thank you guys. ?,34,0,0,polite,1,70%
https://twitter.com/NASA/status/987457413329641472,'987470266539397120,20/4/18 23:17,Marius Wall?,@NASA Why do you want to go to the moon?,Why do you want to go to the moon?,34,0,0,impolite,-1,83%
https://twitter.com/NASA/status/987457413329641472,'987795494490591232,21/4/18 20:49,d.e,@NASA I love how the flag is just frozen,I love how the flag is just frozen,34,0,0,impolite,-1,64%
https://twitter.com/NASA/status/988074481989177344,'988075275807346688,22/4/18 15:21,kitesking,"@NASA Im afraid, thanos will destroy it.","Im afraid, thanos will destroy it.",34,0,0,impolite,-1,66%
https://twitter.com/NASA/status/988074481989177344,'988121050721513472,22/4/18 18:23,Jaana Prada ?,"@rideoneverclear @NASA Oh sorry, how could I forget that. https://t.co/wC6GYTNuAu","Oh sorry, how could I forget that.",34,14.29,0,polite,1,77%
https://twitter.com/NASA/status/988201538681278465,'991067739589619720,30/4/18 21:32,jvglr,@newitsgun @againsthemosque @NASA Read about Jesus and his teachings,Read about Jesus and his teachings,34,0,0,impolite,-1,74%
https://twitter.com/NASA/status/988913479636668416,'989078185395531776,25/4/18 09:46,ITs4u,@NASA Bad guts. Too many eggs in Uranus.,Bad guts. Too many eggs in Uranus.,34,0,0,impolite,-1,72%
https://twitter.com/NASA/status/959194207574347776,'959202801376260096,1/2/18 23:12,Matthew Poe,"@NASA @NASA_SLS Say, is that @NASA_Marshall  Space Flight Center?","Say, is that   Space Flight Center?",35,0,0,impolite,-1,63%
https://twitter.com/NASA/status/959194207574347776,'959210137218113536,1/2/18 23:41,John Samson,@davidnyc1969 @NASA @NASA_SLS wtf? really? an engine mount maybe?,wtf? really? an engine mount maybe?,35,16.67,16.67,impolite,-1,81%
https://twitter.com/NASA/status/959971272481439744,'960038928685420544,4/2/18 06:34,Caran Cole,@NASA @NASAHubble And how did you take that picture ?,And how did you take that picture ?,35,0,0,impolite,-1,72%
https://twitter.com/NASA/status/960197286922981376,'960199624630947840,4/2/18 17:13,Daniel James Stan account,"@NASA 2.6 million miles!!???
Soo ""close""?","2.6 million miles!!???
Soo ""close""?",35,0,0,impolite,-1,81%
https://twitter.com/NASA/status/960565267242868737,'960572401988882433,5/2/18 17:54,Jesse  Parrish,@Natalie96512906 @ohsnapdave @Callstock @NASA @NASASun You got a lot to learn Natalie Bell,You got a lot to learn Natalie Bell,35,0,0,impolite,-1,80%
https://twitter.com/NASA/status/960584862645317632,'960639531975245824,5/2/18 22:21,Matty_Gasgar,@NASA they actually can't see any planets,they actually can't see any planets,35,0,0,impolite,-1,85%
https://twitter.com/NASA/status/960584862645317632,'960660313946427392,5/2/18 23:44,Arnold Stul,"@NASA let's get Rollin
and get there

lol","let's get Rollin
and get there

lol",35,14.29,0,impolite,-1,77%
https://twitter.com/NASA/status/960997280336707584,'960997656829902848,6/2/18 22:04,Lilikoi McGilligan,@NASA @SpaceX Starman looks sufficiently pleased. https://t.co/eoNlIWtcat,Starman looks sufficiently pleased.,35,0,0,impolite,-1,67%
https://twitter.com/NASA/status/960997280336707584,'960999066770472962,6/2/18 22:10,rossco donattelli,@NASA @SpaceX Slightly patronising but fair play.,Slightly patronising but fair play.,35,0,0,neutral,0,98%
https://twitter.com/NASA/status/960997280336707584,'961005756089880576,6/2/18 22:36,Legend,@NASA @SpaceX The man is just trying to sell cars,The man is just trying to sell cars,35,0,0,impolite,-1,78%
https://twitter.com/NASA/status/961007009918279680,'961125581764136960,7/2/18 06:32,Jerry Ayon,@NASA I don't believe anything you say...,I don't believe anything you say...,35,0,0,impolite,-1,79%
https://twitter.com/NASA/status/961379299193442304,'961417700923924483,8/2/18 01:53,Judy,@NASA I thought it looked like a sperm!!!,I thought it looked like a sperm!!!,35,0,0,polite,1,67%
https://twitter.com/NASA/status/961379299193442304,'961419210470633473,8/2/18 01:59,????justcrying????,@NASA You gotta get up there and find out,You gotta get up there and find out,35,12.5,0,impolite,-1,80%
https://twitter.com/NASA/status/961734592536481792,'961819636437196805,9/2/18 04:30,Tammy Dzwilewski,"@NASA @NASANewHorizons Amazing, Incredible, Exciting! Wow!","Amazing, Incredible, Exciting! Wow!",35,0,0,neutral,0,98%
https://twitter.com/NASA/status/961989791104585730,'962215989734772737,10/2/18 06:45,T-Lea G,@NASA @Space_Station Awesome Sauce! Have a slice for me!,Awesome Sauce! Have a slice for me!,35,14.29,0,polite,1,76%
https://twitter.com/NASA/status/962431306419359751,'962457807021682688,10/2/18 22:46,Ram Azon,"@NASA @Space_Station So the Earth is really flat, eh? :) @FlatEarthOrg","So the Earth is really flat, eh? :)",35,25,0,impolite,-1,98%
https://twitter.com/NASA/status/962431306419359751,'962666080253521920,11/2/18 12:34,WeedGang,@iBlueCrush @NASA @Space_Station @Tesla lol. it has not reached mars yet. . https://t.co/mMtJL3MzoQ,lol. it has not reached mars yet. .,35,14.29,0,impolite,-1,71%
https://twitter.com/NASA/status/962431306419359751,'963002950422581248,12/2/18 10:52,Fake Astropix,@LuisHGalvanII @Dr_EdFisher_UK @NASA @Space_Station Only if your eyes are at sea level!,Only if your eyes are at sea level!,35,0,0,neutral,0,92%
https://twitter.com/NASA/status/963116779613704194,'963118797942116353,12/2/18 18:33,Roberta Alison Joyce,@NASA What we gonna do when we get there?,What we gonna do when we get there?,35,12.5,0,impolite,-1,69%
https://twitter.com/NASA/status/963116779613704194,'963166037607841792,12/2/18 21:40,ROMAN PANKIW ?????????,@NASA Beyond this Universe there is.....?,Beyond this Universe there is.....?,35,0,0,impolite,-1,75%
https://twitter.com/NASA/status/963534031886438400,'963536342117441543,13/2/18 22:12,Logan Jr Chef,@NASA @NASAEarth Time to buy new ocean side property,Time to buy new ocean side property,35,0,0,impolite,-1,62%
https://twitter.com/NASA/status/968667422713569280,'968671809947103233,28/2/18 02:18,Damon Jones,@NASA @Space_Station Can I be on the next Soyuz back up?,Can I be on the next Soyuz back up?,35,0,0,polite,1,75%
https://twitter.com/NASA/status/970075694821789696,'970204224721248256,4/3/18 07:48,Ben Chappell,@NASA @NASAEarth @NASA_ICE Yet my heating bill keeps going up.,Yet my heating bill keeps going up.,35,0,0,impolite,-1,61%
https://twitter.com/NASA/status/972141465467015168,'972168123414663168,9/3/18 17:51,Rowan,@NASA @NASAMoon Finally. It's been almost 50 years.,Finally. It's been almost 50 years.,35,0,0,neutral,0,95%
https://twitter.com/NASA/status/972929158287364101,'972931669798871040,11/3/18 20:26,Bob Mister,@NASA @NASAHubble That's Amazing gotta love science!!,That's Amazing gotta love science!!,35,20,0,neutral,0,97%
https://twitter.com/NASA/status/972929158287364101,'972938131782615040,11/3/18 20:51,Dr. Mekah Gordon / ☆RESISTANCE PATRIOT☆,"@NASA @UrbanCosmology @NASAHubble WOW, Amazing &amp; Ultra Beautiful.","WOW, Amazing &amp; Ultra Beautiful.",35,0,0,neutral,0,95%
https://twitter.com/NASA/status/973363838220455936,'973364564569051136,13/3/18 01:06,Matt’s what he said,"@NASA @Space_Station Strange, Doesn’t look flat to me. ?","Strange, Doesn’t look flat to me. ?",35,0,0,impolite,-1,73%
https://twitter.com/NASA/status/973363838220455936,'973447399107538944,13/3/18 06:35,ISS Above,@karprix @NASA @Space_Station Good question.  This is the answer.  https://t.co/ewgs39mgAL,Good question.  This is the answer.,35,0,0,neutral,0,99%
https://twitter.com/NASA/status/973363838220455936,'973501107136802816,13/3/18 10:08,Tom bingham,@NASA @Space_Station There's nothing quite like live CGI,There's nothing quite like live CGI,35,0,0,impolite,-1,74%
https://twitter.com/NASA/status/973363838220455936,'973572389220110341,13/3/18 14:52,Vinny D'Ambrosio,@NASA @Space_Station That's strange... it's not flat lol,That's strange... it's not flat lol,35,16.67,0,impolite,-1,87%
https://twitter.com/NASA/status/973787392590172160,'973879168923521030,14/3/18 11:11,The Arklight,@NASA @Space_Station Damn you Life....#RIPStephenHawking https://t.co/irOgb6i1dF,Damn you Life....#RIPStephenHawking,35,25,25,impolite,-1,74%
https://twitter.com/NASA/status/973941326785007616,'973977575369388034,14/3/18 17:42,Mahima Jayasinghe,@NASA Rest in peace Prof. Steve Hawkins !,Rest in peace Prof. Steve Hawkins !,35,0,0,neutral,0,99%
https://twitter.com/NASA/status/975051608391208960,'975222126088040448,18/3/18 04:07,Toshihiro Hirai,@NASA These are colorful stars. Fabulous!,These are colorful stars. Fabulous!,35,0,0,neutral,0,94%
https://twitter.com/NASA/status/976254098428301312,'976594948295417857,21/3/18 23:02,Linda Andino,@NASA @Space_Station God  be  with them. God Bless them.,God  be  with them. God Bless them.,35,0,0,neutral,0,92%
https://twitter.com/NASA/status/976499976799903744,'976501517493485568,21/3/18 16:51,Shankar Kumar Agarwal,@NASA @Space_Station We will be a problem with my family,We will be a problem with my family,35,0,0,impolite,-1,64%
https://twitter.com/NASA/status/976499976799903744,'976658068770557952,22/3/18 03:13,MindFux,@NASA @Space_Station No one believes space is even real.,No one believes space is even real.,35,0,0,impolite,-1,76%
https://twitter.com/NASA/status/976499976799903744,'976724161090457601,22/3/18 07:36,@bagherwalutsav,@NASA @Space_Station What will have to do to go to space,What will have to do to go to space,35,0,0,impolite,-1,85%
https://twitter.com/NASA/status/978771903610523648,'978776107184001027,27/3/18 23:29,Tom,@NASA It looks like the Millenium Falcon.,It looks like the Millenium Falcon.,35,0,0,polite,1,64%
https://twitter.com/NASA/status/980556156878950401,'980584498055217156,1/4/18 23:15,Mark Gritzan,"@NASA @SpaceX @Space_Station Will there be ""Teslaquilla"" aboard?","Will there be ""Teslaquilla"" aboard?",35,0,0,impolite,-1,89%
https://twitter.com/NASA/status/981200325536309248,'982355575907471360,6/4/18 20:33,Sarah Jean Cooper,@NASA @NASAaero This does put Concorde’s nose out..,This does put Concorde’s nose out..,35,0,0,impolite,-1,82%
https://twitter.com/NASA/status/982022072502247425,'982031523426766848,5/4/18 23:05,MATT BEALIGHT tK,@NASA @HiRISE Hope you guys figure this stuff out,Hope you guys figure this stuff out,35,0,0,impolite,-1,93%
https://twitter.com/NASA/status/982395530268545026,'982399520070709248,6/4/18 23:27,Australian STRANGE STORIES,@NASA @NASAJuno It looks like a painting- beautiful,It looks like a painting- beautiful,35,0,0,neutral,0,99%
https://twitter.com/NASA/status/982395530268545026,'982408286006861824,7/4/18 00:02,doggo doot,@rinoah77 @NASA @NASAJuno That would be a cool idea for nasa.,That would be a cool idea for nasa.,35,12.5,0,polite,1,73%
https://twitter.com/NASA/status/982395530268545026,'982574856750452736,7/4/18 11:04,Anonymous Substation Europe,@NASA @NASAJuno Are you sure it's not a painting? ?,Are you sure it's not a painting? ?,35,0,0,impolite,-1,66%
https://twitter.com/NASA/status/982786043882721280,'982802601228906497,8/4/18 02:09,Uncle Jahan Working,@NASA Can i send my in-laws together? ???,Can i send my in-laws together? ???,35,0,0,neutral,0,93%
https://twitter.com/NASA/status/983090196496384000,'983128229929041920,8/4/18 23:43,Katherine MM,@NASA @nasaorion Please send Trump and Pence first !,Please send Trump and Pence first !,35,0,0,neutral,0,96%
https://twitter.com/NASA/status/987457413329641472,'987457569525501952,20/4/18 22:26,Flat Earther Max,@NASA Next trip? You were never there lol,Next trip? You were never there lol,35,14.29,0,impolite,-1,82%
https://twitter.com/NASA/status/987809985206747137,'987819575214559232,21/4/18 22:25,H.?.?,"@NASA @GIPHY Trust your friends, they trust you. https://t.co/N23uZ9Nrf9","Trust your friends, they trust you.",35,0,0,polite,1,62%
https://twitter.com/NASA/status/988074481989177344,'988083511616778241,22/4/18 15:54,Debbie dunn,@NASA All beautiful. Can't pick just one.,All beautiful. Can't pick just one.,35,0,0,impolite,-1,68%
https://twitter.com/NASA/status/988201538681278465,'988214510443024384,23/4/18 00:34,Earth,@NASA Thanks for makeing me feel insecure,Thanks for makeing me feel insecure,35,0,0,neutral,0,98%
https://twitter.com/NASA/status/988201538681278465,'988283404444581891,23/4/18 05:08,Name Cannot Be Blank,@NASA The Earth is 8 minutes from the Sun,The Earth is 8 minutes from the Sun,35,0,0,impolite,-1,72%
https://twitter.com/NASA/status/988201538681278465,'988338269308862464,23/4/18 08:46,Santy,@NASA @ValaAfshar We are all infinitesimally small. ?,We are all infinitesimally small. ?,35,0,0,impolite,-1,62%
https://twitter.com/NASA/status/988863661602148353,'989479498474127360,26/4/18 12:21,Abhishek mishra,@NASA @NASAHubble Very nice.....Sun effect in colours,Very nice.....Sun effect in colours,35,0,0,impolite,-1,65%
https://twitter.com/NASA/status/988913479636668416,'988917172226289664,24/4/18 23:06,Brian Edey,@NASA Those ancients were good with names,Those ancients were good with names,35,0,0,neutral,0,95%
https://twitter.com/NASA/status/988913479636668416,'988923752141545473,24/4/18 23:32,Marcel Santos,@NASA HAHAHAHA .. loving the comments! ??,HAHAHAHA .. loving the comments! ??,35,25,0,neutral,0,100%
https://twitter.com/NASA/status/988913479636668416,'988924223300259840,24/4/18 23:34,KLM,@NASA im tellin ya. uranus always smells.,im tellin ya. uranus always smells.,35,16.67,0,impolite,-1,73%
https://twitter.com/NASA/status/988913479636668416,'988928516552044544,24/4/18 23:51,Will Morrow,@NASA Easiest to smell during a full moon,Easiest to smell during a full moon,35,0,0,impolite,-1,73%
https://twitter.com/NASA/status/988913479636668416,'988985317314252805,25/4/18 03:37,Jay Tee,@NASA I just... I mean it's just too easy https://t.co/mqaqhMAwkl,I just... I mean it's just too easy,35,0,0,impolite,-1,64%
https://twitter.com/NASA/status/988913479636668416,'989016658781048832,25/4/18 05:42,Yeray,@NASA Didn't you mean that NASA it stinks,Didn't you mean that NASA it stinks,35,0,0,impolite,-1,88%
https://twitter.com/NASA/status/988913479636668416,'989118361832448001,25/4/18 12:26,x,@NASA @demdamnreps This is really low hanging fruit. ?,This is really low hanging fruit. ?,35,0,0,impolite,-1,80%
https://twitter.com/NASA/status/989874397849714688,'989886362844258304,27/4/18 15:17,Donn Morgan Kipgen,@NASA @NASASun Sure thing!Good Morning to you all!,Sure thing!Good Morning to you all!,35,0,0,neutral,0,98%
https://twitter.com/NASA/status/989874397849714688,'990374381925871616,28/4/18 23:37,Ana Gabriela,@NASA @NASASun Ohh... Wish I had seen it before...,Ohh... Wish I had seen it before...,35,14.29,0,impolite,-1,62%
https://twitter.com/NASA/status/989960657402462208,'989962529462894592,27/4/18 20:20,kt sthormrhydere,@NASA still thinking of something clever.,still thinking of something clever.,35,0,0,neutral,0,99%
https://twitter.com/NASA/status/989960657402462208,'989971751705587712,27/4/18 20:57,Jim,@NASA It'll just melt when it gets there!,It'll just melt when it gets there!,35,0,0,polite,1,65%
https://twitter.com/NASA/status/989960657402462208,'990036046636339200,28/4/18 01:12,doggo doot,@Jim21572663 @NASA They know that. But it’s a fun idea,They know that. But it’s a fun idea,35,0,0,impolite,-1,68%
https://twitter.com/NASA/status/989960657402462208,'990065771027058688,28/4/18 03:10,????|??,@NASA I already got my Hot Ticket!???????,I already got my Hot Ticket!???????,35,0,0,impolite,-1,62%
https://twitter.com/NASA/status/959194207574347776,'959244139228315649,2/2/18 01:56,Mark,@NASA @NASA_SLS That’s quite a big carbon footprint.,That’s quite a big carbon footprint.,36,0,0,neutral,0,92%
https://twitter.com/NASA/status/959194207574347776,'959247142723440640,2/2/18 02:08,Nicolas Lietzke,@NASA @NASA_SLS When you eat too many bean burritos.,When you eat too many bean burritos.,36,0,0,neutral,0,99%
https://twitter.com/NASA/status/959615427709161473,'959620506759712774,3/2/18 02:52,????The Dude... Lebowski????,@NASA The TRUTH never stops being revealed,The TRUTH never stops being revealed,36,0,0,impolite,-1,73%
https://twitter.com/NASA/status/959615427709161473,'959627708224253952,3/2/18 03:20,Majic 89030,@NASA Looks more like the Sailor Moon logo,Looks more like the Sailor Moon logo,36,0,0,neutral,0,97%
https://twitter.com/NASA/status/959615427709161473,'959773482384084993,3/2/18 13:00,Hassen ben salah,@NASA This tendency is known as pareidolia,This tendency is known as pareidolia,36,0,0,impolite,-1,73%
https://twitter.com/NASA/status/960565267242868737,'960585133236604930,5/2/18 18:45,JoAnn Ivaldi,"@NASA @NASASun So, this is the real global warming!","So, this is the real global warming!",36,0,0,impolite,-1,64%
https://twitter.com/NASA/status/960565267242868737,'960594440606879744,5/2/18 19:22,Me/PG??,@NASA @LEX18News @NASASun Even Aliens have 2 Relive Stress ;-) https://t.co/7C7FtDQIsb,Even Aliens have 2 Relive Stress ;-),36,0,0,impolite,-1,71%
https://twitter.com/NASA/status/960584862645317632,'960585951230775297,5/2/18 18:48,Paul ?,@NASA Can we send Trump to check them out?,Can we send Trump to check them out?,36,0,0,polite,1,67%
https://twitter.com/NASA/status/960584862645317632,'960802734520852480,6/2/18 09:09,Karoliina,@NASA Maybe T-Rex lives there....hmmm.....,Maybe T-Rex lives there....hmmm.....,36,16.67,0,impolite,-1,63%
https://twitter.com/NASA/status/960997280336707584,'961311176301973504,7/2/18 18:50,William F. Harvey,"@NASA @SpaceX Well done SPACEX, KEEP ON GOING !!!!","Well done SPACEX, KEEP ON GOING !!!!",36,16.67,0,neutral,0,96%
https://twitter.com/NASA/status/961007009918279680,'963039173920874496,12/2/18 13:16,Anika,"@NASA This looks so beautiful , soothing..","This looks so beautiful , soothing..",36,0,0,neutral,0,93%
https://twitter.com/NASA/status/961379299193442304,'961382023221972993,7/2/18 23:31,bingosimpson,@NASA That's line look like a dried river! @NASA,That's line look like a dried river!,36,0,0,neutral,0,100%
https://twitter.com/NASA/status/961989791104585730,'962093663487700993,9/2/18 22:39,Marcy A C,@NASA @Space_Station Without chicken and anchovies on it.,Without chicken and anchovies on it.,36,0,0,neutral,0,99%
https://twitter.com/NASA/status/961989791104585730,'962109435207274496,9/2/18 23:42,mars,@PeterOstit @krylani @NASA @Space_Station Do you know who push drawings theory,Do you know who push drawings theory,36,0,0,neutral,0,92%
https://twitter.com/NASA/status/961989791104585730,'962136855234846720,10/2/18 01:31,Miss Rideshare,@NASA @Space_Station This one’s for you ?????? #realHeros https://t.co/stDBT4Lj7E,This one’s for you ?????? #realHeros,36,0,0,impolite,-1,69%
https://twitter.com/NASA/status/962431306419359751,'962438235661262848,10/2/18 21:28,Linda ,@NASA @Space_Station Awesome ! ?Have to take care of it !,Awesome ! ?Have to take care of it !,36,14.29,0,polite,1,68%
https://twitter.com/NASA/status/962431306419359751,'962440243289849856,10/2/18 21:36,Bored Alien Dr,@MartaMcFruitfly @NASA @Space_Station His is a visionary of mankind right?,His is a visionary of mankind right?,36,0,0,impolite,-1,72%
https://twitter.com/NASA/status/962431306419359751,'962455948940980224,10/2/18 22:39,Alan Wenham,@NASA @Space_Station To prove that the earth is not flat!,To prove that the earth is not flat!,36,0,0,impolite,-1,64%
